Date,Team,Acquired,Relinquished,Notes
2019-12-20,Suns,Cameron Johnson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-20,Suns,Devin Booker,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-20,Suns,Tyler Johnson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-20,Timberwolves,,Karl-Anthony Towns,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-20,Timberwolves,Jarrett Culver,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Blazers,,Carmelo Anthony,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Blazers,Nassir Little,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Bucks,,Wes Matthews Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Grizzlies,,Jonas Valanciunas,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Hawks,,Evan Turner,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Pistons,,Derrick Rose,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Pistons,Luke Kennard,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Rockets,,David Nwaba,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Suns,,Ricky Rubio,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-21,Suns,Jalen Lecque,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,76ers,,Matisse Thybulle,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Bucks,Frank Mason,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Bucks,Wes Matthews Jr.,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Clippers,,Patrick Beverley,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Clippers,JaMychal Green,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Lakers,,LeBron James,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Lakers,Kyle Kuzma,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Magic,,Michael Carter-Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Raptors,,Dewan Hernandez,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Thunder,,Danilo Gallinari,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-22,Wizards,,Davis Bertans,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,76ers,,Matisse Thybulle,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Blazers,Carmelo Anthony,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Bulls,,Max Strus,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Bulls,Cristiano Felicio,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Cavaliers,,Larry Nance Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Grizzlies,Jonas Valanciunas,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Knicks,,Marcus Morris,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Knicks,,Taj Gibson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Magic,,Michael Carter-Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Pacers,,Malcolm Brogdon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Pacers,Jeremy Lamb,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Pistons,,Bruce Brown,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Pistons,,Luke Kennard,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Pistons,Blake Griffin,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Pistons,Christian Wood,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Pistons,Derrick Rose,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Raptors,Stanley Johnson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Rockets,,Thabo Sefolosha,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Suns,,Jalen Lecque,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Suns,Ricky Rubio,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Timberwolves,,Shabazz Napier,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Warriors,,Glenn Robinson III,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Wizards,,Davis Bertans,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-23,Pistons,,Jordan Bone,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-24,Heat,Dion Waiters,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-24,Warriors,,Kevon Looney,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-25,Bucks,,Frank Mason,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-25,Celtics,Gordon Hayward,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-25,Clippers,Patrick Beverley,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-25,Lakers,LeBron James,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-25,Warriors,,Kevon Looney,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-25,Warriors,Glenn Robinson III,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Blazers,,Mario Hezonja,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Jazz,Nigel Williams-Goss,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Kings,Bogdan Bogdanovic,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Knicks,,Dennis Smith Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Knicks,Marcus Morris,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Knicks,Taj Gibson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Mavericks,Luka Doncic,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Pistons,,Sekou Doumbouya,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Pistons,Bruce Brown,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Timberwolves,Shabazz Napier,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Wizards,Jordan McRae,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Bucks,Dragan Bender,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-26,Pistons,Jordan Bone,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Bucks,,Giannis Antetokounmpo,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Cavaliers,Larry Nance Jr.,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Hawks,,Alex Len,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Hawks,,Jabari Parker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Hawks,Evan Turner,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Hornets,P.J. Washington,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Kings,,De'Aaron Fox,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Kings,,Marvin Bagley III,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Magic,,Mo Bamba,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Pistons,,Markieff Morris,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Warriors,,Eric Paschall,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Warriors,,Jordan Poole,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-27,Warriors,,Omari Spellman,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Bulls,,Cristiano Felicio,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Bulls,Adam Mokoka,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Cavaliers,,Kevin Love,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Celtics,Marcus Smart,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Clippers,,Montrezl Harrell,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Hawks,,Trae Young,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Hawks,Alex Len,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Jazz,,Nigel Williams-Goss,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Kings,,De'Aaron Fox,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Kings,,Marvin Bagley III,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Kings,,Trevor Ariza,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Knicks,Wayne Ellington,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Mavericks,,Isaiah Roby,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Nuggets,,Paul Millsap,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Pistons,,Markieff Morris,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Rockets,,Clint Capela,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Rockets,,Michael Frazier II,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Rockets,Thabo Sefolosha,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Thunder,,Dennis Schroder,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Timberwolves,,Andrew Wiggins,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Warriors,,Omari Spellman,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-28,Wizards,,Bradley Beal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Blazers,,Skal Labissiere,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Grizzlies,,Jae Crowder,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Kings,De'Aaron Fox,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Kings,Trevor Ariza,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Nuggets,,Gary Harris,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Rockets,,James Harden,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Rockets,,Tyson Chandler,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Rockets,Eric Gordon,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Thunder,,Dennis Schroder,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-29,Thunder,,Russell Westbrook,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Bucks,,Wes Matthews Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Bucks,Eric Bledsoe,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Bucks,Giannis Antetokounmpo,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Cavaliers,Kevin Love,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Celtics,,Jaylen Brown,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Clippers,,Patrick Beverley,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Clippers,Montrezl Harrell,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Hawks,,Chandler Parsons,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Heat,,James Johnson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Jazz,Nigel Williams-Goss,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Magic,,Aaron Gordon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Magic,Mo Bamba,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Pacers,Malcolm Brogdon,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Pistons,,Blake Griffin,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Pistons,Sekou Doumbouya,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Suns,,Frank Kaminsky,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Suns,Deandre Ayton,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Timberwolves,,Andrew Wiggins,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Timberwolves,,Noah Vonleh,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Timberwolves,,Treveon Graham,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-30,Warriors,Omari Spellman,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,76ers,,Joel Embiid,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Celtics,,Jaylen Brown,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Clippers,,Patrick Beverley,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Mavericks,,Kristaps Porzingis,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Mavericks,,Ryan Broekhoff,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Mavericks,,Tim Hardaway Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Nuggets,,Gary Harris,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Nuggets,Paul Millsap,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Rockets,Clint Capela,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Rockets,James Harden,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Rockets,Russell Westbrook,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Rockets,Tyson Chandler,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Thunder,,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Thunder,Danilo Gallinari,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Thunder,Dennis Schroder,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Warriors,,D'Angelo Russell,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Warriors,,Willie Cauley-Stein,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2019-12-31,Warriors,Eric Paschall,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-01,Blazers,,Skal Labissiere,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-01,Heat,James Johnson,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-01,Knicks,Reggie Bullock,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-01,Suns,,Frank Kaminsky,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-01,Timberwolves,,Jeff Teague,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-01,Wizards,Bradley Beal,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,76ers,Joel Embiid,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Grizzlies,Jae Crowder,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Hawks,Trae Young,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Jazz,,Nigel Williams-Goss,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Magic,,Jonathan Isaac,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Nets,,Garrett Temple,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Nuggets,,Vlatko Cancar,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Nuggets,Gary Harris,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Pacers,,Edmond Sumner,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Pacers,,Malcolm Brogdon,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-02,Timberwolves,,Treveon Graham,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,76ers,,James Ennis,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Blazers,Mario Hezonja,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Cavaliers,,Larry Nance Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Celtics,,Kemba Walker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Celtics,Jaylen Brown,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Hawks,,Evan Turner,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Hawks,Jabari Parker,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Heat,,Dion Waiters,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Lakers,,Alex Caruso,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Magic,,Jonathan Isaac,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Magic,Aaron Gordon,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Wizards,,Bradley Beal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Wizards,Thomas Bryant,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Bulls,Chandler Hutchison,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Bulls,Cristiano Felicio,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-03,Nets,David Nwaba,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Bucks,Wes Matthews Jr.,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Bulls,,Adam Mokoka,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Cavaliers,,Larry Nance Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Clippers,,Paul George,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Hawks,,Cam Reddish,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Hawks,,Jabari Parker,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Hawks,,John Collins ,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Hawks,Chandler Parsons,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Hawks,Evan Turner,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Kings,,Bogdan Bogdanovic,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Nets,Caris LeVert,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Nets,Garrett Temple,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Nuggets,Vlatko Cancar,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Pacers,Edmond Sumner,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Spurs,,Dejounte Murray,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Warriors,,D'Angelo Russell,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Warriors,Jordan Poole,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Warriors,Willie Cauley-Stein,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Wizards,,Bradley Beal,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-04,Wizards,,Thomas Bryant,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Blazers,,C.J. McCollum,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Bucks,,Pat Connaughton,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Cavaliers,,Tristan Thompson,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Clippers,,Kawhi Leonard,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Clippers,Patrick Beverley,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Clippers,Paul George,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Clippers,Terance Mann,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Heat,,Jimmy Butler,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Heat,Dion Waiters,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Lakers,Alex Caruso,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Thunder,,Nerlens Noel,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Timberwolves,Andrew Wiggins,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Timberwolves,Jeff Teague,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Timberwolves,Noah Vonleh,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Timberwolves,Treveon Graham,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-05,Warriors,,Draymond Green,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,76ers,James Ennis,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Blazers,C.J. McCollum,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Bucks,,Pat Connaughton,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Cavaliers,,Kevin Porter Jr.,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Celtics,,Romeo Langford,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Hawks,,Chandler Parsons,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Hawks,,Evan Turner,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Hawks,Cam Reddish,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Hawks,John Collins ,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Hornets,,Marvin Williams,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Hornets,,Michael Kidd-Gilchrist,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Mavericks,Tim Hardaway Jr.,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Nets,Nicolas Claxton,,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Nuggets,,Vlatko Cancar,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Pelicans,,Jrue Holiday,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Thunder,,Nerlens Noel,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
2020-01-06,Warriors,,Draymond Green,"Error extracting injury location: model ""llama2"" not found, try pulling it first (status code: 404)"
